GEMS Station Number;Local Station Number;Country Name;Water Type;Station Identifier;Station Narrative;Water Body Name;Main Basin;Upstream Basin Area;Elevation;Monitoring Type;Date Station Opened;Responsible Collection Agency;Latitude;Longitude;River Width;Discharge;Max. Depth;Lake Area;Lake Volume;Average Retention;Area of Aquifer;Depth of Impermeable Lining;Production Zone;Mean Abstraction Rate;Mean Abstraction Level
MEX02274;OCBAL2836;Mexico;Lake station;TEQUESQUITENGO (TO THE LAG CENTER);;;BALSAS;;897;TREND;;Comisión Nacional del Agua;18,62645;-99,27157;;;;;;;;;;;
MEX02275;OCBAL2837;Mexico;Lake station;TEQUESQUITENGO LAKE - 3;;;BALSAS;;908;TREND;;Comisión Nacional del Agua;18,61261;-99,26207;;;;;;;;;;;
MEX02276;OCBAL2838;Mexico;Lake station;TEQUESQUITENGO LAKE - 2;;;BALSAS;;911;TREND;;Comisión Nacional del Agua;18,60272;-99,26086;;;;;;;;;;;
MEX02277;OCBAL2839;Mexico;Lake station;TEQUESQUITENGO LAKE - EXIT;;;BALSAS;;907;TREND;;Comisión Nacional del Agua;18,61826;-99,28172;;;;;;;;;;;
MEX02278;OCBAL2840;Mexico;Lake station;TEQUESQUITENGO LAKE - 1 (NW);;;BALSAS;;897;TREND;;Comisión Nacional del Agua;18,63374;-99,27025;;;;;;;;;;;
MEX02279;OCBAL2841;Mexico;River station;TEMBEMBE;;;BALSAS;;903;TREND;;Comisión Nacional del Agua;18,63035;-99,32564;;;;;;;;;;;
MEX02280;OCBAL2842;Mexico;River station;CHALMA;;;BALSAS;;897;TREND;;Comisión Nacional del Agua;18,62011;-99,33324;;;;;;;;;;;
MEX02281;OCBAL2843;Mexico;River station;CHALMA-TEMBEMBE (THE COCONUT);;;BALSAS;;886;TREND;;Comisión Nacional del Agua;18,59042;-99,31494;;;;;;;;;;;
MEX02282;OCBAL2845;Mexico;River station;BRIDGE THE FOUNDRY;;;BALSAS;;870;TREND;;Comisión Nacional del Agua;18,54599;-99,26756;;;;;;;;;;;
MEX02283;OCBAL2846;Mexico;River station;AMACUZAC;;;BALSAS;;798;TREND;;Comisión Nacional del Agua;18,49248;-99,17645;;;;;;;;;;;
MEX02284;OCBAL2847;Mexico;River station;RIO CHALMA - TETECALA;;;BALSAS;;952;TREND;;Comisión Nacional del Agua;18,70052;-99,37758;;;;;;;;;;;
MEX02285;OCBAL2848;Mexico;River station;TEMBEMBE - MAZATEPEC;;;BALSAS;;924;TREND;;Comisión Nacional del Agua;18,64085;-99,32616;;;;;;;;;;;
MEX02286;OCBAL2849;Mexico;Lake station;COATETELCO (TO THE LAGUNA CENTER);;;BALSAS;;959;TREND;;Comisión Nacional del Agua;18,74361;-99,33588;;;;;;;;;;;
MEX02287;OCBAL2850;Mexico;Reservoir station;EL RODEO DAM-TOMA WORK;;;BALSAS;;1079;TREND;;Comisión Nacional del Agua;18,76496;-99,32953;;;;;;;;;;;
MEX02288;OCBAL2852;Mexico;Groundwater station;EL TERRERO (AGRICULTURAL IRRIGATION);;;BALSAS;;1001;TREND;;Comisión Nacional del Agua;18,76767;-99,37027;;;;;;;;;;;
MEX02289;OCBAL2853;Mexico;River station;RIO CHALMA COATLAN DEL RIO;;;BALSAS;;992;TREND;;Comisión Nacional del Agua;18,73406;-99,42401;;;;;;;;;;;
MEX02290;OCBAL2854;Mexico;Groundwater station;LA ALBORADA WELL (ASTURIAN CAMPESTRE);;;BALSAS;;1819;TREND;;Comisión Nacional del Agua;18,96856;-98,86337;;;;;;;;;;;
MEX02291;OCBAL2855;Mexico;Groundwater station;TEPALCINGO;;;BALSAS;;1174;TREND;;Comisión Nacional del Agua;18,60004;-98,83972;;;;;;;;;;;
MEX02292;OCBAL2856;Mexico;River station;RIO TLAXIACO ABAJO PTAR;;;BALSAS;;2035;TREND;;Comisión Nacional del Agua;17,23999;-97,69028;;;;;;;;;;;
MEX02293;OCBAL2857;Mexico;Groundwater station;TLAXIACO WELL;;;BALSAS;;2088;TREND;;Comisión Nacional del Agua;17,24958;-97,66029;;;;;;;;;;;
MEX02294;OCBAL2858;Mexico;Groundwater station;WELL N ° 6 TAMAZULAPAN;;;BALSAS;;2021;TREND;;Comisión Nacional del Agua;17,66765;-97,54652;;;;;;;;;;;
MEX02295;OCBAL2859;Mexico;River station;RIO SALADO-TEZOATLAN;;;BALSAS;;1518;TREND;;Comisión Nacional del Agua;17,66388;-97,78835;;;;;;;;;;;
MEX02296;OCBAL2860;Mexico;Reservoir station;YOSOCUTA 1 Dam (CURTAIN);;;BALSAS;;1590;TREND;;Comisión Nacional del Agua;17,72424;-97,82537;;;;;;;;;;;
MEX02297;OCBAL2861;Mexico;Reservoir station;YOSOCUTA 3 DAM (CENTER);;;BALSAS;;1533;TREND;;Comisión Nacional del Agua;17,73132;-97,815;;;;;;;;;;;
MEX02298;OCBAL2862;Mexico;Reservoir station;VASO PRESA YOSOCUTA TOMA WORK;;;BALSAS;;1534;TREND;;Comisión Nacional del Agua;17,73188;-97,81091;;;;;;;;;;;
MEX02299;OCBAL2863;Mexico;Reservoir station;YOSOCUTA 5 DAM (S-E);;;BALSAS;;1540;TREND;;Comisión Nacional del Agua;17,74064;-97,81839;;;;;;;;;;;
MEX02300;OCBAL2864;Mexico;Reservoir station;YOSOCUTA 4 DAM (INFLUENT);;;BALSAS;;1533;TREND;;Comisión Nacional del Agua;17,73702;-97,81324;;;;;;;;;;;
MEX02301;OCBAL2865;Mexico;River station;RIO MIXTECO (BELOW PTAR);;;BALSAS;;1563;TREND;;Comisión Nacional del Agua;17,77557;-97,78693;;;;;;;;;;;
MEX02302;OCBAL2866;Mexico;Groundwater station;HUAJUAPAN WELL;;;BALSAS;;1584;TREND;;Comisión Nacional del Agua;17,80557;-97,77236;;;;;;;;;;;
MEX02303;OCBAL2867;Mexico;River station;RIO COYCOYAN-CALIHUALA;;;BALSAS;;1341;TREND;;Comisión Nacional del Agua;17,52425;-98,27802;;;;;;;;;;;
MEX02304;OCBAL2868;Mexico;Groundwater station;WELL SAN AGUSTIN ATENANGO;;;BALSAS;;1646;TREND;;Comisión Nacional del Agua;17,61476;-97,96749;;;;;;;;;;;
MEX02305;OCBAL2869;Mexico;River station;RIO MIXTECO SAN FRANCISCO PAXTLAHUACA;;;BALSAS;;1366;TREND;;Comisión Nacional del Agua;17,58472;-98,01239;;;;;;;;;;;
MEX02306;OCBAL2870;Mexico;River station;RIO MIXTECO ABAJO PTAR TAMAZULAPAN;;;BALSAS;;1995;TREND;;Comisión Nacional del Agua;17,69014;-97,57397;;;;;;;;;;;
MEX02307;OCBAL2871;Mexico;Reservoir station;CORTINA CAYEHUACAN DAM;;;BALSAS;;1122;TREND;;Comisión Nacional del Agua;18,58528;-98,71334;;;;;;;;;;;
MEX02308;OCBAL2872;Mexico;Reservoir station;LOS CARROS DAM TOMA WORK;;;BALSAS;;1148;TREND;;Comisión Nacional del Agua;18,60751;-98,70934;;;;;;;;;;;
MEX02309;OCBAL2873;Mexico;Reservoir station;ABREVADERO DAM;;;BALSAS;;1248;TREND;;Comisión Nacional del Agua;18,64657;-98,7514;;;;;;;;;;;
MEX02310;OCBAL2874;Mexico;River station;RIO MIXTECO HUAJOLOTITLAN;;;BALSAS;;1630;TREND;;Comisión Nacional del Agua;17,82461;-97,72923;;;;;;;;;;;
MEX02311;OCBAL2875;Mexico;Groundwater station;MARISCALA DE JUAREZ WELL;;;BALSAS;;1063;TREND;;Comisión Nacional del Agua;17,85734;-98,14664;;;;;;;;;;;
MEX02312;OCBAL2876;Mexico;River station;RIO MIXTECO - MARISCALA DE JUAREZ;;;BALSAS;;1062;TREND;;Comisión Nacional del Agua;17,86189;-98,14861;;;;;;;;;;;
MEX02313;OCBAL2877;Mexico;Groundwater station;CALIHUALA WELL (RAINS);;;BALSAS;;1384;TREND;;Comisión Nacional del Agua;17,53781;-98,2704;;;;;;;;;;;
MEX02314;OCBAL5548;Mexico;River station;WATERS ABOVE TRACE DISCHARGE;;;BALSAS;;1565;TREND;;Comisión Nacional del Agua;17,78118;-97,78362;;;;;;;;;;;
MEX02315;OCBAL5549;Mexico;River station;WATER BELOW THE WTP DISCHARGE.;;;BALSAS;;1574;TREND;;Comisión Nacional del Agua;17,7746;-97,78786;;;;;;;;;;;
MEX02316;OCBAL5550;Mexico;River station;WWTP. SAPAHUA ENTRY;;;BALSAS;;1563;TREND;;Comisión Nacional del Agua;17,7751;-97,78668;;;;;;;;;;;
MEX02317;OCBAL5551;Mexico;River station;WWTP. SAPAHUA DEPARTURE;;;BALSAS;;1563;TREND;;Comisión Nacional del Agua;17,77572;-97,78606;;;;;;;;;;;
MEX02318;OCCCN5211M1;Mexico;River station;Sardines;;;;;1634;TREND;;Comisión Nacional del Agua;26,08415;-105,57036;;;;;;;;;;;
MEX02319;OCCCN5212M1;Mexico;Reservoir station;LAZARO CARDENAS 1 DAM;;;;;1493;TREND;;Comisión Nacional del Agua;25,70145;-105,10455;;;;;;;;;;;
MEX02320;OCCCN5213M1;Mexico;Reservoir station;LAZARO CARDENAS 2 DAM;;;;;1493;TREND;;Comisión Nacional del Agua;25,54661;-105,04381;;;;;;;;;;;
MEX02321;OCCCN5214M1;Mexico;Reservoir station;LAZARO CARDENAS DAM 3;;;;;1495;TREND;;Comisión Nacional del Agua;25,61493;-105,05768;;;;;;;;;;;
MEX02322;OCCCN5215M1;Mexico;River station;THE PALM;;;;;1465;TREND;;Comisión Nacional del Agua;25,59233;-105,00235;;;;;;;;;;;
MEX02323;OCCCN5216M1;Mexico;River station;RODEO;;;;;1330;TREND;;Comisión Nacional del Agua;25,14719;-104,52392;;;;;;;;;;;
MEX02324;OCCCN5217M1;Mexico;Groundwater station;SAN AGUSTIN WELL;;;;;1278;TREND;;Comisión Nacional del Agua;26,36715;-104,32958;;;;;;;;;;;
MEX02325;OCCCN5218M1;Mexico;Groundwater station;WELL LAS MARIAS;;;;;1168;TREND;;Comisión Nacional del Agua;26,55391;-104,05814;;;;;;;;;;;
MEX02326;OCCCN5219M1;Mexico;Groundwater station;WELL 47 LAS PALMAS;;;;;1203;TREND;;Comisión Nacional del Agua;26,49838;-104,18966;;;;;;;;;;;
MEX02327;OCCCN5220M1;Mexico;Groundwater station;RODEO WELL;;;;;1338;TREND;;Comisión Nacional del Agua;25,18228;-104,55594;;;;;;;;;;;
MEX02328;OCCCN5221M1;Mexico;Groundwater station;WELL 1 NAZAS;;;;;1253;TREND;;Comisión Nacional del Agua;25,22352;-104,11991;;;;;;;;;;;
MEX02329;OCCCN5222M1;Mexico;Groundwater station;BENITO JUAREZ WELL;;;;;1267;TREND;;Comisión Nacional del Agua;25,19079;-104,2005;;;;;;;;;;;
MEX02330;OCCCN5223M1;Mexico;River station;AGUSTIN MELGAR;;;;;1230;TREND;;Comisión Nacional del Agua;25,26358;-104,06635;;;;;;;;;;;
MEX02331;OCCCN5224M1;Mexico;Groundwater station;NATIONAL STEP WELL;;;;;1230;TREND;;Comisión Nacional del Agua;25,2657;-104,02016;;;;;;;;;;;
MEX02332;OCCCN5225M1;Mexico;Groundwater station;WELL LAZARO CARDENAS II;;;;;1233;TREND;;Comisión Nacional del Agua;25,29312;-103,9979;;;;;;;;;;;
MEX02333;OCCCN5226M1;Mexico;Groundwater station;WELL 4983 EL VIDO (THE SOCIETY);;;;;1218;TREND;;Comisión Nacional del Agua;25,2521;-103,9074;;;;;;;;;;;
MEX02334;OCCCN5227M1;Mexico;Reservoir station;FRANCISCO ZARCO 1 DAM;;;;;1205;TREND;;Comisión Nacional del Agua;25,27378;-103,83652;;;;;;;;;;;
MEX02335;OCCCN5228M1;Mexico;Reservoir station;FRANCISCO ZARCO 2 DAM;;;;;1202;TREND;;Comisión Nacional del Agua;25,27459;-103,81319;;;;;;;;;;;
MEX02336;OCCCN5229M1;Mexico;Groundwater station;WELL 2 RANCHO LAS HABAS;;;;;1337;TREND;;Comisión Nacional del Agua;25,75665;-103,8946;;;;;;;;;;;
MEX02337;OCCCN5230M1;Mexico;Groundwater station;WELL 2879 LA PARRITA;;;;;1335;TREND;;Comisión Nacional del Agua;25,75544;-103,87844;;;;;;;;;;;
MEX02338;OCCCN5231M1;Mexico;Groundwater station;WELL 1 LARGE RANCH;;;;;1339;TREND;;Comisión Nacional del Agua;25,74547;-103,87814;;;;;;;;;;;
MEX02339;OCCCN5232M1;Mexico;Groundwater station;WELL 2877 LA PARRITA;;;;;1107;TREND;;Comisión Nacional del Agua;25,76142;-103,52307;;;;;;;;;;;
MEX02340;OCCCN5233M1;Mexico;Groundwater station;VICENTE SUAREZ WELL;;;;;1342;TREND;;Comisión Nacional del Agua;25,72986;-103,87056;;;;;;;;;;;
MEX02341;OCCCN5234M1;Mexico;Reservoir station;FRANCISCO ZARCO DAM 3;;;;;1202;TREND;;Comisión Nacional del Agua;25,26567;-103,77764;;;;;;;;;;;
MEX02342;OCCCN5235M1;Mexico;River station;CANON DE FERNANDEZ STATE PARK 1;;;;;1244;TREND;;Comisión Nacional del Agua;25,27506;-103,76833;;;;;;;;;;;
MEX02343;OCCCN5236M1;Mexico;River station;CANON DE FERNANDEZ STATE PARK 3;;;;;1178;TREND;;Comisión Nacional del Agua;25,38702;-103,74252;;;;;;;;;;;
MEX02344;OCCCN5237M1;Mexico;River station;CANON DE FERNANDEZ STATE PARK 2;;;;;1183;TREND;;Comisión Nacional del Agua;25,30185;-103,73193;;;;;;;;;;;
MEX02345;OCCCN5238M1;Mexico;Groundwater station;WELL 2 LOS SABINOS;;;;;1157;TREND;;Comisión Nacional del Agua;25,47861;-103,65114;;;;;;;;;;;
MEX02346;OCCCN5239M1;Mexico;Groundwater station;WELL 1022 CD. JUAREZ;;;;;1169;TREND;;Comisión Nacional del Agua;25,52502;-103,62177;;;;;;;;;;;
MEX02347;OCCCN5240M1;Mexico;Groundwater station;WELL 1 CD. JUAREZ;;;;;1151;TREND;;Comisión Nacional del Agua;25,49591;-103,59594;;;;;;;;;;;
MEX02348;OCCCN5241M1;Mexico;Groundwater station;LA TORREÑA WELL (TRANSPORTATION WELL);;;;;1159;TREND;;Comisión Nacional del Agua;25,61817;-103,60639;;;;;;;;;;;
MEX02349;OCCCN5242M1;Mexico;Groundwater station;WELL CVJ-32;;;;;1143;TREND;;Comisión Nacional del Agua;25,52024;-103,57645;;;;;;;;;;;
MEX02350;OCCCN5243M1;Mexico;River station;WWTP LERDO;;;;;1147;TREND;;Comisión Nacional del Agua;25,5675;-103,57465;;;;;;;;;;;
MEX02351;OCCCN5244M1;Mexico;Groundwater station;WELL 5 RANCHO MI DREAM;;;;;1140;TREND;;Comisión Nacional del Agua;25,51222;-103,54249;;;;;;;;;;;
MEX02352;OCCCN5245M1;Mexico;Groundwater station;WELL 4101 SAN FERNANDO;;;;;1139;TREND;;Comisión Nacional del Agua;25,50964;-103,53596;;;;;;;;;;;
MEX02353;OCCCN5246M1;Mexico;Groundwater station;WELL 14 SAN IGNACIO (SIDEAPA);;;;;1148;TREND;;Comisión Nacional del Agua;25,59531;-103,538;;;;;;;;;;;
MEX02354;OCCCN5247M1;Mexico;Groundwater station;WELL 32 PANCHO VILLA (SIDEAPA);;;;;1143;TREND;;Comisión Nacional del Agua;25,56933;-103,50867;;;;;;;;;;;
MEX02355;OCCCN5248M1;Mexico;Groundwater station;WELL 6 HOUSE OF CULTURE (SIDEAPA);;;;;1135;TREND;;Comisión Nacional del Agua;25,5515;-103,5023;;;;;;;;;;;
MEX02356;OCCCN5249M1;Mexico;Groundwater station;WELL 5 TRUJANO / URREA;;;;;1140;TREND;;Comisión Nacional del Agua;25,557981;-103,501283;;;;;;;;;;;
MEX02357;OCCCN5250M1;Mexico;Groundwater station;WELL 7 FREE PICARDS;;;;;1230;TREND;;Comisión Nacional del Agua;25,32396;-103,49377;;;;;;;;;;;
MEX02358;OCCCN5251M1;Mexico;Groundwater station;WELL COL. VICTORIA (12 SIMAS PUMP);;;;;1203;TREND;;Comisión Nacional del Agua;25,53584;-103,48221;;;;;;;;;;;
MEX02359;OCCCN5252M1;Mexico;River station;PTAR NORTE DE GOMEZ PALACIO;;;;;1121;TREND;;Comisión Nacional del Agua;25,64821;-103,4752;;;;;;;;;;;
MEX02360;OCCCN5253M1;Mexico;Groundwater station;WELL 1254 (72 SIMAS PUMP);;;;;1136;TREND;;Comisión Nacional del Agua;25,53947;-103,47512;;;;;;;;;;;
MEX02361;OCCCN5254M1;Mexico;Groundwater station;WELL 4074 (50 SIMAS PUMP);;;;;1196;TREND;;Comisión Nacional del Agua;25,52089;-103,45091;;;;;;;;;;;
MEX02362;OCCCN5255M1;Mexico;Groundwater station;WELL 5225 DYNAMITE;;;;;1201;TREND;;Comisión Nacional del Agua;25,72383;-103,6359;;;;;;;;;;;
MEX02363;OCCCN5256M1;Mexico;Groundwater station;WELL 3704 (PUMP 31 SIMAS);;;;;1129;TREND;;Comisión Nacional del Agua;25,56234;-103,44817;;;;;;;;;;;
MEX02364;OCCCN5257M1;Mexico;Groundwater station;WELL 336 (PUMP 35 SIMAS);;;;;1126;TREND;;Comisión Nacional del Agua;25,57216;-103,44813;;;;;;;;;;;
MEX02365;OCCCN5258M1;Mexico;Groundwater station;THE BURNED WELL;;;;;1112;TREND;;Comisión Nacional del Agua;25,71844;-103,39419;;;;;;;;;;;
MEX02366;OCCCN5259M1;Mexico;Groundwater station;WELL 2718 NAZARENE;;;;;1180;TREND;;Comisión Nacional del Agua;25,38962;-103,44236;;;;;;;;;;;
MEX02367;OCCCN5260M1;Mexico;Groundwater station;FARM RIOS WELL;;;;;1118;TREND;;Comisión Nacional del Agua;25,67909;-103,43683;;;;;;;;;;;
MEX02368;OCCCN5261M1;Mexico;River station;PTAR ORIENTE DE GOMEZ PALACIO;;;;;1123;TREND;;Comisión Nacional del Agua;25,61209;-103,43526;;;;;;;;;;;
MEX02369;OCCCN5262M1;Mexico;Groundwater station;WELL CNA 4840;;;;;1108;TREND;;Comisión Nacional del Agua;25,81251;-103,41213;;;;;;;;;;;
MEX02370;OCCCN5263M1;Mexico;Groundwater station;BELLA UNION WELL;;;;;1122;TREND;;Comisión Nacional del Agua;25,62614;-103,41669;;;;;;;;;;;
MEX02371;OCCCN5264M1;Mexico;Groundwater station;WELL 1 LA ESPERANZA;;;;;1258;TREND;;Comisión Nacional del Agua;25,1457;-103,40289;;;;;;;;;;;
MEX02372;OCCCN5265M1;Mexico;Groundwater station;WELL TORREON 2;;;;;1138;TREND;;Comisión Nacional del Agua;25,47367;-103,38689;;;;;;;;;;;
MEX02373;OCCCN5266M1;Mexico;Groundwater station;WELL 493 GRANJA CALIFORNIA;;;;;1110;TREND;;Comisión Nacional del Agua;25,77537;-103,37032;;;;;;;;;;;
MEX02374;OCCCN5267M1;Mexico;Groundwater station;WELL 4511 (62 SIMAS PUMP);;;;;1116;TREND;;Comisión Nacional del Agua;25,52609;-103,37525;;;;;;;;;;;
MEX02375;OCCCN5268M1;Mexico;Groundwater station;WELL 369 ALBIA;;;;;1120;TREND;;Comisión Nacional del Agua;25,67098;-103,36106;;;;;;;;;;;
MEX02376;OCCCN5269M1;Mexico;Groundwater station;WELL 4 DESLAC;;;;;1109;TREND;;Comisión Nacional del Agua;25,80784;-103,3532;;;;;;;;;;;
MEX02377;OCCCN5270M1;Mexico;Groundwater station;EL CANARIO WELL;;;;;1119;TREND;;Comisión Nacional del Agua;25,59293;-103,34812;;;;;;;;;;;
MEX02378;OCCCN5271M1;Mexico;Groundwater station;WELL 501 VENICE;;;;;1111;TREND;;Comisión Nacional del Agua;25,7712;-103,34255;;;;;;;;;;;
MEX02379;OCCCN5273M1;Mexico;Groundwater station;WELL 1 EL CUIJE;;;;;1119;TREND;;Comisión Nacional del Agua;25,69791;-103,33905;;;;;;;;;;;
MEX02380;OCCCN5274M1;Mexico;River station;PTAR TORREON;;;;;1120;TREND;;Comisión Nacional del Agua;25,50621;-103,33553;;;;;;;;;;;
MEX02381;OCCCN5275M1;Mexico;Groundwater station;SHOOTING FIELD WELL-STMV;;;;;1169;TREND;;Comisión Nacional del Agua;25,41693;-103,34386;;;;;;;;;;;
MEX02382;OCCCN5276M1;Mexico;Groundwater station;NEW SAN ISIDRO WELL;;;;;1125;TREND;;Comisión Nacional del Agua;25,61982;-103,39794;;;;;;;;;;;
MEX02383;OCCCN5277M1;Mexico;Groundwater station;ALAMITO WELL;;;;;1115;TREND;;Comisión Nacional del Agua;25,73095;-103,31006;;;;;;;;;;;
MEX02384;OCCCN5278M1;Mexico;Groundwater station;WELL 709 (4 BROTHERS);;;;;1113;TREND;;Comisión Nacional del Agua;25,74674;-103,3075;;;;;;;;;;;
MEX02385;OCCCN5279M1;Mexico;Groundwater station;WELL 701 EL ASH OF THE NORTH;;;;;1114;TREND;;Comisión Nacional del Agua;25,74773;-103,29658;;;;;;;;;;;
MEX02386;OCCCN5280M1;Mexico;Groundwater station;CALERAS DE LA LAGUNA WELL;;;;;1184;TREND;;Comisión Nacional del Agua;25,50616;-103,43071;;;;;;;;;;;
MEX02387;OCCCN5281M1;Mexico;River station;THE FLOWER;;;;;1285;TREND;;Comisión Nacional del Agua;25,06807;-103,283855;;;;;;;;;;;
MEX02388;OCCCN5282M1;Mexico;Groundwater station;WELL 5164 NOGALES DE LA LAGUNA;;;;;1116;TREND;;Comisión Nacional del Agua;25,70791;-103,27039;;;;;;;;;;;
MEX02389;OCCCN5283M1;Mexico;Groundwater station;WELL 742 LA YERBABUENA;;;;;1114;TREND;;Comisión Nacional del Agua;25,71989;-103,26328;;;;;;;;;;;
MEX02390;OCCCN5284M1;Mexico;Groundwater station;WELL ADM;;;;;1129;TREND;;Comisión Nacional del Agua;25,55517;-103,48577;;;;;;;;;;;
MEX02391;OCCCN5285M1;Mexico;Groundwater station;WELL 529 GATHO;;;;;1111;TREND;;Comisión Nacional del Agua;25,7626;-103,24722;;;;;;;;;;;
MEX02392;OCCCN5287M1;Mexico;Groundwater station;WELL 2199 GUADALUPE VICTORIA;;;;;1112;TREND;;Comisión Nacional del Agua;25,74561;-103,2045;;;;;;;;;;;
MEX02393;OCCCN5288M1;Mexico;Groundwater station;EL CARIÑO WELL;;;;;1112;TREND;;Comisión Nacional del Agua;25,54237;-103,19515;;;;;;;;;;;
MEX02394;OCCCN5289M1;Mexico;Groundwater station;GILITA WELL 2;;;;;1134;TREND;;Comisión Nacional del Agua;25,38371;-103,1743;;;;;;;;;;;
MEX02395;OCCCN5290M1;Mexico;Groundwater station;ACATITA WELL 2;;;;;1091;TREND;;Comisión Nacional del Agua;26,64019;-103,14381;;;;;;;;;;;
MEX02396;OCCCN5291M1;Mexico;Groundwater station;WELL 1522 URQUIZO;;;;;1110;TREND;;Comisión Nacional del Agua;25,76613;-103,15266;;;;;;;;;;;
MEX02397;OCCCN5292M1;Mexico;Groundwater station;WELL 931 LA ESMERALDA;;;;;1105;TREND;;Comisión Nacional del Agua;25,76819;-103,08898;;;;;;;;;;;
MEX02398;OCCCN5293M1;Mexico;Groundwater station;SAN PABLO WELL;;;;;1105;TREND;;Comisión Nacional del Agua;25,72976;-103,07743;;;;;;;;;;;
MEX02399;OCCCN5294M1;Mexico;Groundwater station;FELIPE ANGELES WELL;;;;;1076;TREND;;Comisión Nacional del Agua;26,47659;-103,04492;;;;;;;;;;;
MEX02400;OCCCN5295M1;Mexico;Groundwater station;SAN ISIDRO WELL;;;;;1128;TREND;;Comisión Nacional del Agua;25,56458;-103,43761;;;;;;;;;;;
MEX02401;OCCCN5296M1;Mexico;Groundwater station;NEW VICTORIA WELL;;;;;895;TREND;;Comisión Nacional del Agua;26,43415;-102,80791;;;;;;;;;;;
MEX02402;OCFSU2899;Mexico;River station;MARIA EUGENIA;;;GRIJALVA;;2121;TREND;;Comisión Nacional del Agua;16,71367;-92,63224;;;;;;;;;;;
MEX02403;OCFSU2900;Mexico;River station;ARROYO GRANDE BRASILITO;;;GRIJALVA;;516;TREND;;Comisión Nacional del Agua;16,7535;-93,09101;;;;;;;;;;;
MEX02404;OCFSU2901;Mexico;River station;ORIENTE PARK;;;GRIJALVA;;508;TREND;;Comisión Nacional del Agua;16,75878;-93,088894;;;;;;;;;;;
MEX02405;OCFSU2902;Mexico;River station;WWTP PASO LIMON AGUAS ABAJO;;;GRIJALVA;;505;TREND;;Comisión Nacional del Agua;16,76496;-93,08186;;;;;;;;;;;
MEX02406;OCFSU2903;Mexico;River station;RIO CHACAMAX;;;GRIJALVA;;68;TREND;;Comisión Nacional del Agua;17,48299;-91,97408;;;;;;;;;;;
MEX02407;OCFSU2904;Mexico;River station;RIO SABINAL A.M. IN THE DISCHARGE 20 M. IN;;;GRIJALVA;;408;TREND;;Comisión Nacional del Agua;16,77223;-93,0551;;;;;;;;;;;
MEX02408;OCFSU2905;Mexico;River station;WATERS BELOW 100M AFTER THE DISCHARGE OF THE RIO SABINAL;;;GRIJALVA;;408;TREND;;Comisión Nacional del Agua;16,77475;-93,05511;;;;;;;;;;;
MEX02409;OCFSU2906;Mexico;River station;WATERS ABOVE 100M BEFORE THE SABINAL RIVER DISCHARGE;;;GRIJALVA;;401;TREND;;Comisión Nacional del Agua;16,77064;-93,05335;;;;;;;;;;;
MEX02410;OCFSU2907;Mexico;River station;PTAR TUXTLAN AGUAS ABAJO;;;GRIJALVA;;558;TREND;;Comisión Nacional del Agua;16,75975;-93,14589;;;;;;;;;;;
MEX02411;OCFSU2908;Mexico;River station;CITY OF WATER;;;GRIJALVA;;406;TREND;;Comisión Nacional del Agua;16,73989;-93,0339;;;;;;;;;;;
MEX02412;OCFSU2909;Mexico;River station;P.M.E.G.B. WATERS DOWN 100 M AFTER DISCHARGE;;;GRIJALVA;;395;TREND;;Comisión Nacional del Agua;16,72573;-93,02553;;;;;;;;;;;
MEX02413;OCFSU2910;Mexico;River station;CHIAPA DE CORZO WWTP 100 M a.a. DOWNLOAD;;;GRIJALVA;;386;TREND;;Comisión Nacional del Agua;16,71193;-93,02746;;;;;;;;;;;
MEX02414;OCFSU2911;Mexico;River station;RIO GRIJALVA 22;;;GRIJALVA;;388;TREND;;Comisión Nacional del Agua;16,6859;-93,01027;;;;;;;;;;;
MEX02415;OCFSU2912;Mexico;River station;WATERS BELOW RIO STO. SUNDAY (FTE. TAKE DRINKING WATER);;;GRIJALVA;;392;TREND;;Comisión Nacional del Agua;16,68011;-93,0123;;;;;;;;;;;
MEX02416;OCFSU2913;Mexico;River station;RIO GRIJALVA 21;;;GRIJALVA;;390;TREND;;Comisión Nacional del Agua;16,68;-93,00546;;;;;;;;;;;
MEX02417;OCFSU2914;Mexico;River station;EMBOTELLADORA VALLE DE OAXACA, S.A. DE C.V. (WATERS UP);;;GRIJALVA;;400;TREND;;Comisión Nacional del Agua;16,65889;-93,01291;;;;;;;;;;;
MEX02418;OCFSU2915;Mexico;River station;EMBOTELLADORA VALLE DE OAXACA, S.A. DE C.V. (DOWNSTREAM);;;GRIJALVA;;401;TREND;;Comisión Nacional del Agua;16,66621;-93,01259;;;;;;;;;;;
MEX02419;OCFSU2916;Mexico;River station;SANTO DOMINGO BRIDGE;;;GRIJALVA;;408;TREND;;Comisión Nacional del Agua;16,63054;-92,99618;;;;;;;;;;;
MEX02420;OCFSU2917;Mexico;River station;WATERS ARRIBADESC.P. PRODUCTION OF FLIES FOR ERRAD. WORM;;;GRIJALVA;;392;TREND;;Comisión Nacional del Agua;16,72191;-93,02751;;;;;;;;;;;
MEX02421;OCFSU2918;Mexico;River station;A.M.DESC.P. PRODUCTION OF FLIES FOR ERRAD.WORM;;;GRIJALVA;;392;TREND;;Comisión Nacional del Agua;16,72378;-93,02603;;;;;;;;;;;
